AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,Outdegree,NeighborhoodConnectivity,PartnerOfMultiEdgedNodePairs,SelfLoops,Stress
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
8.233625219,0.027492985,0.121453184,0,17,2,1,1,9.5,0,0,3264715
0,0,0,0,0,2,2,0,11.5,0,0,0
6.752597782,0.530931062,0.148091154,0.009090909,17,11,1,10,10.09090909,0,0,89435671
6.88441331,2.124980313,0.14525566,0,17,11,2,9,9.727272727,0,0,354738321
0,0,0,0,0,1,1,0,18,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
7.457326328,1.023551045,0.134096318,0,17,2,1,1,11,0,0,196858113
0,0,0,0,0,1,1,0,10,0,0,0
6.232807939,5.019920358,0.160441331,0,16,10,2,8,8.5,0,0,872439035
6.76579101,0.404755343,0.147802378,0,18,11,1,10,11.90909091,0,0,73793712
6.672504378,0.864090855,0.149868766,0,17,12,2,10,9.083333333,0,0,144954247
7.328896673,0.452295636,0.136446186,0,19,11,1,10,11,0,0,74933499
6.945008757,3.270098048,0.143988299,0,16,11,1,10,8.090909091,0,0,687570943
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.365090485,4.477086519,0.157106957,0,16,11,1,10,10.36363636,0,0,773396405
5.833975482,3.586889628,0.171409702,0,15,26,1,25,12.23076923,0,0,619353341
6.365557501,0.345877457,0.157095431,0.009090909,15,11,1,10,12.54545455,0,0,56316037
0,0,0,0,0,1,1,0,2,0,0,0
0,0,0,0,0,1,1,0,10,0,0,0
6.536952715,1.302805316,0.152976478,0,18,10,1,9,14.7,0,0,232330149
7.805954466,0.01606844,0.128107332,0,17,5,1,4,11.2,0,0,3123220
0,0,0,0,0,3,3,0,5.666666667,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
6.249270286,1.273512306,0.160018683,0.007575758,16,12,2,10,11.58333333,0,0,222418029
6.368126095,0.880189762,0.157032066,0.011111111,17,10,2,8,10.8,0,0,149653944
0,0,0,0,0,1,1,0,12,0,0,0
7.204319907,0.181013299,0.138805607,0,18,2,1,1,14,0,0,35580221
0,0,0,0,0,1,1,0,12,0,0,0
7.377349679,0.756808193,0.135550034,0,17,12,2,10,6.833333333,0,0,138843265
0,0,0,0,0,3,3,0,9.333333333,0,0,0
6.309048453,2.605557002,0.158502508,0,17,12,2,10,12.75,0,0,470286456
6.443432574,0.821032248,0.155196782,0,17,10,1,9,9.5,0,0,154820893
8.440980736,0.019607136,0.118469646,0,17,2,1,1,13.5,0,0,2947297
0,0,0,0,0,1,1,0,11,0,0,0
6.188324577,0.874323457,0.161594627,0,17,11,1,10,10,0,0,153234963
6.132049037,0.327761688,0.163077626,0,17,11,1,10,54.18181818,0,0,56413131
0,0,0,0,0,3,3,0,11.33333333,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
6.488966725,1.527640434,0.15410774,0,16,13,3,10,10.61538462,0,0,265247545
7.392060712,0.154437273,0.135280274,0,17,6,2,4,12.83333333,0,0,29495841
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,2,0,0,0
0,0,0,0,0,1,1,0,5,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,1,1,0,7,0,0,0
1,0.00287291,1,0,1,2,1,1,9,0,0,375748
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,2,2,0,11.5,0,0,0
6.526094571,1.974002008,0.153231,0,17,7,2,5,17.71428571,0,0,343974513
0,0,0,0,0,2,2,0,12,0,0,0
1,0.001112201,1,0,1,2,1,1,9.5,0,0,195320
6.388558085,0.558882878,0.156529844,0,17,11,1,10,11.36363636,0,0,94272923
0,0,0,0,0,1,1,0,13,0,0,0
6.13987157,9.349713574,0.162869856,0,15,12,2,10,15,0,0,1535219304
0,0,0,0,0,1,1,0,12,0,0,0
1,0,1,0.5,1,2,1,1,6,0,0,0
0,0,0,0.5,0,2,2,0,6,0,0,0
5.944775248,0.76996225,0.168214938,0.009090909,16,11,1,10,14.63636364,0,0,132823554
5.774197315,1.420976208,0.173184245,0.002380952,17,21,2,19,13.28571429,0,0,243920560
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.982486865,0.502008543,0.14321545,0,17,11,1,10,8.454545455,0,0,90084087
6.885113835,0.905655797,0.145240881,0,16,7,1,6,9.571428571,0,0,157988102
1,1.26E-04,1,0,1,2,1,1,11,0,0,9850
0,0,0,0,0,1,1,0,11,0,0,0
7.631523643,0.045488466,0.131035432,0,18,2,1,1,14,0,0,7752539
7.348161121,0.389215834,0.136088469,0,18,11,1,10,11.18181818,0,0,64790018
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
6.211675423,2.327758056,0.160987162,0,16,13,3,10,9.307692308,0,0,415666820
6.395446585,5.824487242,0.156361247,0,15,11,1,10,12.18181818,0,0,990620404
6.105429072,0.712140712,0.163788652,0.009090909,17,11,1,10,18.09090909,0,0,128148375
0,0,0,0,0,1,1,0,11,0,0,0
7.14290718,0.888282476,0.139999019,0,18,11,1,10,8.545454545,0,0,146768233
0,0,0,0,0,2,2,0,11,0,0,0
6.311850555,0.804455375,0.158432141,0,16,12,2,10,9.833333333,0,0,134088809
0,0,0,0,0,1,1,0,11,0,0,0
6.132165791,0.574281315,0.163074521,0.009090909,16,11,1,10,11.90909091,0,0,94760400
0,0,0,0,0,1,1,0,2,0,0,0
6.703210741,0.935910405,0.149182241,0,18,10,1,9,8.9,0,0,169845790
7.222183304,0.52172859,0.138462285,0.007575758,16,12,2,10,13.25,0,0,89680418
0,0,0,0,0,2,2,0,7,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.920957385,0.102524804,0.14448868,0,16,6,1,5,14.5,0,0,23412345
1,0.003952621,1,0,1,2,1,1,8,0,0,510231
6.604670169,2.669628561,0.151408015,0.018181818,18,11,1,10,8.727272727,0,0,452459136
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,3,3,0,10.66666667,0,0,0
6.181669586,0.720779657,0.161768594,0,17,11,1,10,9.727272727,0,0,126468586
0,0,0,0,0,1,1,0,11,0,0,0
7.292936369,0.051682851,0.137118981,0,18,2,1,1,16,0,0,9174716
0,0,0,0.083333333,0,4,4,0,14.5,0,0,0
6.429188558,0.962900924,0.155540624,0,17,11,1,10,10.63636364,0,0,155617552
0,0,0,0,0,1,1,0,12,0,0,0
1,0.002720573,1,0,1,2,1,1,2,0,0,347780
0,0,0,0,0,3,3,0,9.333333333,0,0,0
6.873671921,1.079327946,0.145482649,0.033333333,18,6,1,5,15.16666667,0,0,206993398
0,0,0,0,0,2,2,0,11,0,0,0
6.350029189,1.875039047,0.157479591,0,17,11,1,10,9.272727273,0,0,326470742
0,0,0,0,0,1,1,0,11,0,0,0
1,0.0058817,1,0,1,2,1,1,8,0,0,1181847
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
6.437594863,1.341169539,0.155337517,0.009090909,17,11,1,10,13.72727273,0,0,232087014
0,0,0,0,0,1,1,0,12,0,0,0
8.723525978,0.806073503,0.114632547,0,18,2,1,1,9,0,0,140484875
0,0,0,0,0,1,1,0,10,0,0,0
0,0,0,0,0,2,2,0,9,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
7.256392294,0.078564698,0.137809528,0,19,2,1,1,13.5,0,0,13023739
0,0,0,0,0,1,1,0,13,0,0,0
6.057209574,2.819147751,0.165092521,0,15,11,1,10,10.72727273,0,0,480008106
0,0,0,0,0,1,1,0,11,0,0,0
7.330647986,0.425162769,0.136413589,0,18,9,1,8,8.555555556,0,0,73999904
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,4,4,0,10.5,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.932165791,1.377111677,0.144255061,0.005494505,18,14,4,10,9.642857143,0,0,230182220
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,1,1,0,25,0,0,0
0,0,0,0,0,3,3,0,12,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
6.407122008,0.83523611,0.156076316,0,17,11,2,9,12.18181818,0,0,142192870
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,3,3,0,11,0,0,0
7.863747811,0.222679656,0.127165828,0,18,4,3,1,12.25,0,0,37236727
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
1,2.19E-04,1,0,1,2,1,1,10.5,0,0,17094
6.305312318,3.998498322,0.158596426,0,15,11,1,10,10.81818182,0,0,688797477
0,0,0,0,0,1,1,0,12,0,0,0
6.628838295,1.878857229,0.150855995,0.009090909,18,11,1,10,10.90909091,0,0,309668892
9.51255108,0.027356175,0.105124271,0,18,6,1,5,9,0,0,4145840
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
6.205837712,3.271064055,0.1611386,0,16,13,3,10,16,0,0,561000240
6.384121424,1.249826134,0.156638625,0,18,11,1,10,10.09090909,0,0,208111308
1,0.192327985,1,0,1,2,1,1,5.5,0,0,33163135
6.125861062,3.977229321,0.163242357,0,17,11,1,10,13.72727273,0,0,744899670
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,4,4,0,10.75,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,10,0,0,0
6.295388208,0.588939339,0.158846439,0,17,11,1,10,13.09090909,0,0,101531422
1,0.192327985,1,0,1,2,1,1,6,0,0,36476575
0,0,0,0,0,3,3,0,12,0,0,0
6.468184472,0.652017808,0.154602888,0,16,11,1,10,10.09090909,0,0,106407696
7.957034442,1.494654984,0.125674962,0,19,2,1,1,11,0,0,254801363
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,3,3,0,12,0,0,0
0,0,0,0,0,3,3,0,12,0,0,0
7.310916521,0.046537371,0.136781756,0,18,3,1,2,42,0,0,8934486
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,6,0,0,0
0,0,0,0,0,1,1,0,6,0,0,0
6.799649737,0.451918913,0.147066399,0.009090909,16,11,1,10,8.636363636,0,0,78151788
0,0,0,0,0,1,1,0,11,0,0,0
6.613426737,1.182308742,0.151207542,0,15,13,2,11,9.692307692,0,0,211733465
0,0,0,0,0,2,2,0,11.5,0,0,0
0,0,0,0,0,2,2,0,11.5,0,0,0
7.288382954,0.934609482,0.137204646,0,18,11,1,10,7,0,0,157323741
0,0,0,0,0,1,1,0,12,0,0,0
6.523525978,2.52118433,0.153291334,0.009090909,16,11,1,10,13.63636364,0,0,431469954
0,0,0,0,0,1,1,0,12,0,0,0
6.538003503,1.275843583,0.152951891,0,15,11,1,10,7.818181818,0,0,220952327
7.206421483,0.708371044,0.138765128,0,17,14,4,10,10,0,0,115838373
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0.033333333,0,6,6,0,10.66666667,0,0,0
7.456158786,1.292006871,0.134117315,0,18,8,3,5,6.375,0,0,225253464
0,0,0,0,0,2,2,0,10,0,0,0
7.315936953,0.985749193,0.136687892,0.066666667,19,6,1,5,13,0,0,166570524
0,0,0,0,0,2,2,0,11.5,0,0,0
6.476123759,1.115451575,0.154413355,0,18,12,2,10,10.83333333,0,0,190344437
6.651488616,0.455716876,0.150342285,0,18,12,2,10,12.25,0,0,78001457
6.49959136,2.041969218,0.153855826,0,18,12,2,10,9.416666667,0,0,369784130
0,0,0,0,0,4,4,0,11.75,0,0,0
0,0,0,0,0,1,1,0,7,0,0,0
0,0,0,0,0,2,2,0,11.5,0,0,0
6.141155867,0.451154812,0.162835795,0,15,11,1,10,11.81818182,0,0,70498762
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
5.820548745,0.735069906,0.171805107,0.045454545,16,11,1,10,54.36363636,0,0,127545443
0,0,0,0,0,3,3,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
1,0.00101563,1,0,1,3,1,2,13,0,0,122951
6.526678342,0.755039332,0.153217295,0,17,11,1,10,9.818181818,0,0,123260124
6.778335473,0.080123229,0.147528844,0,18,11,1,10,9.545454545,0,0,11888096
6.605954466,0.541415881,0.151378579,0,16,11,2,9,12.72727273,0,0,88015536
6.096288515,0.187166111,0.164034231,0,15,10,1,9,11.3,0,0,29193624
6.617674527,0.101036745,0.151110484,0,15,6,1,5,12.83333333,0,0,16911396
6.149358226,0,0.162618596,0,15,10,0,10,9.8,0,0,0
0,0,0,0,0,1,1,0,10,0,0,0
6.919458387,0,0.144519982,0,17,10,0,10,10.8,0,0,0
0,0,0,0,0,1,1,0,5,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.78704028,2.83332812,0.147339629,0,17,12,2,10,9.583333333,0,0,478649374
0,0,0,0,0,1,1,0,5,0,0,0
0,0,0,0,0,1,1,0,5,0,0,0
0,0,0,0,0,2,2,0,9.5,0,0,0
0,0,0,0,0,3,3,0,10.66666667,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,5,5,0,14.2,0,0,0
0,0,0,0,0,3,3,0,10.66666667,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,2,2,0,9.5,0,0,0
6.907880911,1.519791091,0.144762195,0,18,11,1,10,9.545454545,0,0,263931119
1,7.22E-04,1,0,1,3,2,1,11.33333333,0,0,113910
0,0,0,0,0,1,1,0,12,0,0,0
6.183537653,4.131532446,0.161719724,0.018181818,17,11,1,10,10,0,0,837180068
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,2,2,0,13,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
1,0.007475118,1,0,1,2,1,1,8.5,0,0,1028677
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
6.083012259,8.680797623,0.164392238,0,16,11,1,10,11.54545455,0,0,1513667516
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,17,0,0,0
0,0,0,0,0,2,2,0,9.5,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,8,0,0,0
6.274956217,0.82547416,0.159363662,0,17,10,1,9,13,0,0,148654266
6.372095738,0.671293341,0.15693424,0,16,12,2,10,8.75,0,0,123489269
0,0,0,0,0,1,1,0,11,0,0,0
1,0.002119903,1,0,1,3,2,1,9,0,0,295540
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
1,0.192327985,1,0,1,2,1,1,5.5,0,0,36443358
6.658727379,0.244606234,0.150178847,0,18,10,1,9,7.5,0,0,46118968
0,0,0,0,0,1,1,0,10,0,0,0
7.530881494,0.804594106,0.13278658,0,19,11,2,9,9.454545455,0,0,143727591
0,0,0,0,0,2,2,0,11.5,0,0,0
5.997314653,0.364313412,0.166741293,0,16,11,1,10,14.09090909,0,0,64354994
1,0.190067947,1,0,1,2,1,1,7,0,0,34022680
6.800583771,0.348788189,0.1470462,0,17,6,1,5,12.66666667,0,0,62225414
6.784354933,6.118059779,0.147397949,0,17,10,1,9,7.7,0,0,1109156991
6.626269702,1.816369512,0.150914473,0.006410256,17,13,3,10,11.38461538,0,0,319252226
0,0,0,0,0,4,4,0,11.25,0,0,0
0,0,0,0,0,2,2,0,11.5,0,0,0
6.968709866,1.213007016,0.143498584,0,17,12,2,10,6.916666667,0,0,217197976
9.332399299,0.00184067,0.107153581,0,20,2,1,1,41,0,0,307680
0,0,0,0,0,1,1,0,10,0,0,0
0,0,0,0,0,1,1,0,8,0,0,0
0,0,0,0,0,1,1,0,8,0,0,0
0,0,0,0,0,1,1,0,8,0,0,0
0,0,0,0,0,4,4,0,9.75,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.524810274,1.64494273,0.153261161,0,18,11,1,10,7.090909091,0,0,334083704
6.534384121,0.6056344,0.153036611,0,16,11,1,10,11.54545455,0,0,115886831
0,0,0,0,0,1,1,0,11,0,0,0
7.286865149,0.698742449,0.137233224,0,18,2,1,1,13.5,0,0,131692572
0,0,0,0,0,4,4,0,13.25,0,0,0
0,0,0,0,0,1,1,0,4,0,0,0
0,0,0,0,0,1,1,0,4,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.831757151,0.045376524,0.146375226,0,18,11,1,10,10.54545455,0,0,8267591
7.474956217,0.037031135,0.133780048,0,19,2,1,1,12,0,0,6581360
0,0,0,0,0,1,1,0,11,0,0,0
7.151546994,0.113433763,0.139829886,0,18,5,2,3,12.8,0,0,23286649
0,0,0,0,0,1,1,0,11,0,0,0
6.458260362,2.555490918,0.154840459,0,16,12,3,9,8.333333333,0,0,456272974
0,0,0,0,0,2,2,0,11.5,0,0,0
6.489550496,1.561198859,0.154093878,0,17,11,1,10,10.36363636,0,0,273037332
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.582136602,0.205343061,0.151926352,0,18,10,1,9,18,0,0,36751223
6.941856392,0.857569398,0.144053686,0.009090909,17,11,1,10,10.09090909,0,0,167239436
0,0,0,0,0,1,1,0,11,0,0,0
6.857326328,4.395490808,0.145829431,0,17,12,2,10,9,0,0,840371607
8.573963806,0.014484191,0.11663217,0,20,2,1,1,18,0,0,2228751
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
1,0.273750485,1,0,1,7,2,5,6.285714286,0,0,59632143
1,0.192327985,1,0,1,2,1,1,6,0,0,33450256
7.588558085,0.237014782,0.13177734,0,19,5,2,3,7.8,0,0,43155073
6.24938704,0.090506565,0.160015693,0,16,10,1,9,10.6,0,0,17034333
0,0,0,0,0,1,1,0,11,0,0,0
6.734967893,0.149294415,0.148478807,0,16,11,1,10,9.636363636,0,0,24039072
7.016345593,0.12197633,0.142524336,0,17,10,1,9,10.4,0,0,20570461
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.192644483,0.064903594,0.1614819,0,15,11,1,10,10.72727273,0,0,12363437
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,2,2,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
7.154115587,0.955344756,0.139779682,0,18,13,3,10,9,0,0,161750369
0,0,0,0,0,2,2,0,13.5,0,0,0
0,0,0,0,0,2,2,0,13.5,0,0,0
6.377583187,0.98266277,0.156799209,0,17,11,1,10,10.90909091,0,0,184618840
0,0,0,0,0,2,2,0,11,0,0,0
7.179801518,0.035609393,0.139279616,0,17,6,1,5,9.666666667,0,0,6314398
6.766958552,0.839816408,0.147776877,0,18,11,1,10,6.636363636,0,0,144022811
0,0,0,0,0,1,1,0,11,0,0,0
6.830823117,1.668851142,0.146395242,0,17,11,1,10,9.363636364,0,0,294420943
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,5,0,0,0
0,0,0,0,0,3,3,0,11.66666667,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.007005254,1.354248776,0.166472303,0.011111111,17,10,1,9,9.2,0,0,242356722
1.9,0.001780437,0.526315789,0,2,2,1,1,12,0,0,265647
6.593578517,2.251225277,0.151662712,0,15,11,1,10,8.181818182,0,0,400830276
6.615645067,1.725343564,0.15115684,0,17,13,3,10,7.615384615,0,0,289621660
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,15,0,0,0
0,0,0,0,0,1,1,0,15,0,0,0
7.111383538,0.381237189,0.140619613,0,16,11,1,10,9.363636364,0,0,69243035
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.340572096,0.891967624,0.157714475,0,18,12,2,10,12.41666667,0,0,160934099
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
7.351546994,0.25473378,0.136025792,0.027272727,18,11,3,8,13.90909091,0,0,41964379
6.414477525,0.816862247,0.155897343,0,17,11,2,9,13.09090909,0,0,146696099
0,0,0,0,0,1,1,0,13,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,1,1,0,12,0,0,0
6.098423818,0.942154401,0.163976796,0,17,13,3,10,48.61538462,0,0,190399087
6.149445417,9.350330259,0.16261629,0.007575758,16,12,2,10,9.5,0,0,1603678223
0,0,0,0,0,1,1,0,8,0,0,0
0,0,0,0,0,1,1,0,8,0,0,0
0,0,0,0,0,2,2,0,10.5,0,0,0
0,0,0,0,0,2,2,0,12,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,3,0,0,0
7.398482195,0.058103089,0.135162858,0,18,5,1,4,22,0,0,12090788
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
7.448219498,0.214817919,0.134260275,0,18,11,1,10,9.090909091,0,0,36440252
0,0,0,0,0,2,2,0,11.5,0,0,0
1,0.003086007,1,0,1,3,2,1,9.333333333,0,0,422280
6.468884997,0.593919279,0.154586146,0,15,12,2,10,10.91666667,0,0,90963446
6.725627554,0.208581227,0.14868501,0,18,11,1,10,11.81818182,0,0,38892368
0,0,0,0,0,1,1,0,11,0,0,0
6.857326328,1.42411971,0.145829431,0,17,11,1,10,7.545454545,0,0,241123248
0,0,0,0,0,1,1,0,4,0,0,0
1.909090909,0.032993868,0.523809524,0,2,3,2,1,11,0,0,4849621
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.371395213,0.299367714,0.156951494,0,16,12,3,9,43.83333333,0,0,61995305
1,1.27E-04,1,0,1,2,1,1,9,0,0,13425
0,0,0,0,0,1,1,0,11,0,0,0
6.240747227,0.81796176,0.160237222,0.009090909,16,11,1,10,13.36363636,0,0,139960089
6.303210741,0.160970289,0.158649304,0.022727273,17,12,2,10,47.83333333,0,0,29712780
1,0.192327985,1,0,1,2,1,1,6,0,0,33112017
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,2,2,0,12,0,0,0
1,0.171692367,1,0,1,3,2,1,7.333333333,0,0,29494934
7.200467017,0.916444446,0.138879881,0,17,11,1,10,6.272727273,0,0,161196965
6.417279626,3.520172728,0.15582927,0.009090909,17,11,2,9,10.18181818,0,0,598417209
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,3,3,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.143257443,0.337808724,0.16278009,0,16,11,1,10,13.54545455,0,0,60231672
7.349678926,0.54605012,0.136060365,0,17,11,1,10,7.363636364,0,0,91576921
6.454407472,1.170570976,0.15493289,0,18,11,1,10,11.09090909,0,0,204254150
0,0,0,0,0,2,2,0,11.5,0,0,0
6.448336252,1.504368747,0.155078762,0,17,11,1,10,8.090909091,0,0,278104892
0,0,0,0,0,1,1,0,12,0,0,0
1,0.00596921,1,0,1,2,1,1,9,0,0,921190
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
6.582136602,0.201667614,0.151926352,0.009090909,15,11,1,10,9.272727273,0,0,35707373
0,0,0,0,0,4,4,0,12,0,0,0
0,0,0,0,0,2,2,0,14,0,0,0
1,0.023631503,1,0,1,2,1,1,8,0,0,4462097
7.182720374,0.017586282,0.139223017,0.033333333,18,6,1,5,11.83333333,0,0,3847474
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
7.516754232,0.007082872,0.133036144,0,16,2,1,1,13,0,0,1490073
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,2,2,0,12,0,0,0
0,0,0,0,0,1,1,0,13,0,0,0
7.3696439,0.027949116,0.135691767,0,17,2,1,1,13,0,0,4878779
1,4.81E-04,1,0,1,2,1,1,9,0,0,75042
7.428604787,0.365994645,0.13461478,0,18,3,2,1,11,0,0,63658825
0,0,0,0,0,1,1,0,11,0,0,0
0,0,0,0,0,2,2,0,12,0,0,0
7.13461763,1.175222553,0.140161681,0,18,12,2,10,8.833333333,0,0,211035770
0,0,0,0,0,1,1,0,10,0,0,0
6.319789842,0.845947519,0.15823311,0,17,11,1,10,9.545454545,0,0,140333033
0,0,0,0,0,1,1,0,10,0,0,0
6.265032107,0.310312504,0.159616101,0.045454545,17,11,1,10,58.54545455,0,0,64451351
0,0,0,0,0,1,1,0,12,0,0,0
0,0,0,0,0,2,2,0,13,0,0,0
0,0,0,0,0,5,5,0,9.8,0,0,0
0,0,0,0,0,1,1,0,11,0,0,0
1.5,0.194955755,0.666666667,0,2,2,1,1,6.5,0,0,33346836
6.428488033,0.06865294,0.155557574,0,17,10,1,9,11.7,0,0,11678835
0,0,0,0,0,1,1,0,11,0,0,0
1,0.200831943,1,0,1,6,3,3,5.5,0,0,34021947
6.344775248,3.10878601,0.157609996,0.027272727,18,11,2,9,13.54545455,0,0,605641356
1,0.009867208,1,0,1,2,1,1,10.5,0,0,1598882
0,0,0,0,0,2,2,0,14,0,0,0
6.204436661,2.162511644,0.161174987,0.009090909,18,11,1,10,26.27272727,0,0,385380179
6.667133684,0.542450103,0.149989493,0,17,11,1,10,11.54545455,0,0,98958310
0,0,0,0,0,1,1,0,14,0,0,0
0,0,0,0,0,2,2,0,12.5,0,0,0
