AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Eccentricity,EdgeCount,Indegree,IsSingleNode,name,NeighborhoodConnectivity,Outdegree,PartnerOfMultiEdgedNodePairs,selected,SelfLoops,shared name,Stress
1,0.192327985,1,0,1,2,1,FALSE,8528,6.5,1,0,FALSE,0,8528,34708188
0,0,0,0,0,1,1,FALSE,8523,12,0,0,FALSE,0,8523,0
0,0,0,0,0,1,1,FALSE,8522,11,0,0,FALSE,0,8522,0
0,0,0,0,0,1,1,FALSE,8521,11,0,0,FALSE,0,8521,0
0,0,0,0,0,1,1,FALSE,8578,2,0,0,FALSE,0,8578,0
0,0,0,0,0,1,1,FALSE,8517,13,0,0,FALSE,0,8517,0
0,0,0,0,0,1,1,FALSE,8516,13,0,0,FALSE,0,8516,0
0,0,0,0,0,2,2,FALSE,8515,11.5,0,0,FALSE,0,8515,0
0,0,0,0,0,1,1,FALSE,8514,12,0,0,FALSE,0,8514,0
0,0,0,0,0,2,2,FALSE,8520,11,0,0,FALSE,0,8520,0
0,0,0,0,0,1,1,FALSE,8512,11,0,0,FALSE,0,8512,0
7.151546994,0.197902426,0.139829886,0,18,2,1,FALSE,8511,11,1,0,FALSE,0,8511,35227551
0,0,0,0,0,2,2,FALSE,8506,11.5,0,0,FALSE,0,8506,0
0,0,0,0,0,1,1,FALSE,8505,12,0,0,FALSE,0,8505,0
0,0,0,0,0,1,1,FALSE,8510,11,0,0,FALSE,0,8510,0
0,0,0,0,0,2,2,FALSE,8509,8.5,0,0,FALSE,0,8509,0
1,0.597190292,1,0,1,11,1,FALSE,8508,5.636363636,10,0,FALSE,0,8508,101477561
0,0,0,0,0,4,4,FALSE,8507,11,0,0,FALSE,0,8507,0
6.927262113,0.477313871,0.144357177,0,18,12,2,FALSE,8503,10.75,10,0,FALSE,0,8503,81265996
6.219964974,3.099207846,0.16077261,0,17,11,1,FALSE,8513,11.63636364,10,0,FALSE,0,8513,559460004
6.705195563,2.373352788,0.149138081,0.009090909,16,11,1,FALSE,8502,9.909090909,10,0,FALSE,0,8502,416449901
0,0,0,0,0,1,1,FALSE,8501,11,0,0,FALSE,0,8501,0
0,0,0,0,0,2,2,FALSE,8500,2,0,0,FALSE,0,8500,0
6.389375365,1.168084309,0.156509822,0,16,11,1,FALSE,8489,12.72727273,10,0,FALSE,0,8489,202316463
6.871687099,0.3714619,0.14552467,0.009090909,17,11,1,FALSE,8488,8.909090909,10,0,FALSE,0,8488,64033119
0,0,0,0,0,2,2,FALSE,8487,11.5,0,0,FALSE,0,8487,0
6.572446001,0.212720367,0.152150356,0,18,6,1,FALSE,8495,12.16666667,5,0,FALSE,0,8495,41523549
7.201984822,1.187046243,0.138850612,0.022222222,16,10,1,FALSE,8494,8,9,0,FALSE,0,8494,211026983
0,0,0,0,0,1,1,FALSE,8482,6,0,0,FALSE,0,8482,0
6.407472271,2.185656525,0.156067784,0,17,11,1,FALSE,8486,9.090909091,10,0,FALSE,0,8486,396384682
7.967775832,0.409276525,0.125505539,0,19,11,1,FALSE,8485,5.909090909,10,0,FALSE,0,8485,92308965
6.777583187,1.142502873,0.14754522,0,16,11,1,FALSE,8484,11,10,0,FALSE,0,8484,218817586
0,0,0,0,0,1,1,FALSE,8483,12,0,0,FALSE,0,8483,0
0,0,0,0,0,1,1,FALSE,8480,11,0,0,FALSE,0,8480,0
7.650087566,1.521584023,0.130717458,0,16,6,1,FALSE,8477,11.16666667,5,0,FALSE,0,8477,254594575
0,0,0,0,0,1,1,FALSE,8479,10,0,0,FALSE,0,8479,0
6.544658494,4.836541859,0.152796361,0,17,12,3,FALSE,8478,9.75,9,0,FALSE,0,8478,832040695
0,0,0,0,0,1,1,FALSE,8476,11,0,0,FALSE,0,8476,0
0,0,0,0,0,1,1,FALSE,8474,11,0,0,FALSE,0,8474,0
0,0,0,0,0,2,2,FALSE,8473,11.5,0,0,FALSE,0,8473,0
0,0,0,0,0,1,1,FALSE,8471,11,0,0,FALSE,0,8471,0
7.231056626,0.311232403,0.138292376,0,18,10,1,FALSE,8470,9,9,0,FALSE,0,8470,94781684
6.422650321,2.341110133,0.155698964,0,16,10,1,FALSE,8469,8.1,9,0,FALSE,0,8469,473219357
0,0,0,0,0,1,1,FALSE,8468,11,0,0,FALSE,0,8468,0
0,0,0,0,0,1,1,FALSE,8467,11,0,0,FALSE,0,8467,0
6.524460012,3.864985217,0.153269389,0,17,11,1,FALSE,8466,11.63636364,10,0,FALSE,0,8466,670745396
7.659077642,0.216185658,0.130564024,0,18,6,1,FALSE,8493,9.333333333,5,0,FALSE,0,8493,37502044
7.104962055,1.139419181,0.140746705,0,17,11,1,FALSE,8492,11.27272727,10,0,FALSE,0,8492,196796661
7.761587858,0.411368864,0.128839616,0,19,6,1,FALSE,8491,10,5,0,FALSE,0,8491,70709209
0,0,0,0,0,1,1,FALSE,8490,26,0,0,FALSE,0,8490,0
0,0,0,0,0,2,2,FALSE,8481,14,0,0,FALSE,0,8481,0
6.224868651,0.488000573,0.16064596,0,17,11,1,FALSE,8465,57.72727273,10,0,FALSE,0,8465,82439636
1,0.162450455,1,0,1,2,1,FALSE,8464,6,1,0,FALSE,0,8464,29872327
0,0,0,0,0,1,1,FALSE,8463,12,0,0,FALSE,0,8463,0
0,0,0,0,0,1,1,FALSE,8462,12,0,0,FALSE,0,8462,0
0,0,0,0,0,1,1,FALSE,8461,12,0,0,FALSE,0,8461,0
0,0,0,0,0,2,2,FALSE,8460,11.5,0,0,FALSE,0,8460,0
6.668768243,1.554996543,0.149952729,0,17,11,1,FALSE,8457,9.181818182,10,0,FALSE,0,8457,286992617
0,0,0,0,0,1,1,FALSE,8459,10,0,0,FALSE,0,8459,0
1.1,0.193848211,0.909090909,0,2,10,1,FALSE,8458,7,9,0,FALSE,0,8458,37996459
6.536952715,0.628857212,0.152976478,0,18,6,1,FALSE,8456,13,5,0,FALSE,0,8456,113053504
7.017863398,0.6948524,0.142493512,0,16,10,1,FALSE,8455,8,9,0,FALSE,0,8455,120782935
0,0,0,0,0,4,4,FALSE,8454,11.25,0,0,FALSE,0,8454,0
0,0,0,0,0,1,1,FALSE,8453,12,0,0,FALSE,0,8453,0
0,0,0,0,0,1,1,FALSE,8452,11,0,0,FALSE,0,8452,0
0,0,0,0,0,1,1,FALSE,8451,11,0,0,FALSE,0,8451,0
6.625335668,0.461904665,0.150935749,0,17,11,1,FALSE,8450,10.63636364,10,0,FALSE,0,8450,83353501
6.497956801,0.487258287,0.153894529,0,17,6,1,FALSE,8449,11.5,5,0,FALSE,0,8449,84599171
0,0,0,0,0,4,4,FALSE,8504,10,0,0,FALSE,0,8504,0
6.42124927,1.549946659,0.155732936,0,17,11,1,FALSE,8442,8.363636364,10,0,FALSE,0,8442,266468119
0,0,0,0,0,1,1,FALSE,8441,12,0,0,FALSE,0,8441,0
6.176999416,7.892644368,0.161890901,0,15,11,1,FALSE,8440,9.181818182,10,0,FALSE,0,8440,1292075285
0,0,0,0,0,1,1,FALSE,8439,12,0,0,FALSE,0,8439,0
7.769410391,0.20850986,0.128709896,0,17,11,1,FALSE,8438,9.636363636,10,0,FALSE,0,8438,36443278
6.301342674,0.439122269,0.158696337,0,15,12,2,FALSE,8437,12,10,0,FALSE,0,8437,72723640
0,0,0,0,0,1,1,FALSE,8436,11,0,0,FALSE,0,8436,0
0,0,0,0,0,1,1,FALSE,8448,7,0,0,FALSE,0,8448,0
6.6744892,0.77972575,0.149824199,0,16,12,2,FALSE,8447,9.333333333,10,0,FALSE,0,8447,133659438
6.576415645,1.080555872,0.152058515,0,16,12,2,FALSE,8435,9.833333333,10,0,FALSE,0,8435,190408127
0,0,0,0,0,1,1,FALSE,8434,13,0,0,FALSE,0,8434,0
8.261879743,0.015920808,0.121037831,0,19,2,1,FALSE,8432,11,1,0,FALSE,0,8432,3657358
6.167659078,0.517974037,0.162136069,0,17,11,1,FALSE,8431,9.181818182,10,0,FALSE,0,8431,87367972
6.810624635,4.90484451,0.14682941,0,15,11,1,FALSE,8430,7.909090909,10,0,FALSE,0,8430,832297759
6.356800934,1.931826683,0.157311832,0,17,12,2,FALSE,8429,9.583333333,10,0,FALSE,0,8429,310680902
6.630706363,1.092843982,0.150813495,0,17,12,2,FALSE,8424,11.58333333,10,0,FALSE,0,8424,188967729
0,0,0,0,0,1,1,FALSE,8689,12,0,0,FALSE,0,8689,0
0,0,0,0,0,1,1,FALSE,8428,13,0,0,FALSE,0,8428,0
6.327145359,5.214071622,0.158049159,0,15,13,3,FALSE,8427,10.23076923,10,0,FALSE,0,8427,912518658
7.149211909,0.943146018,0.139875557,0.009090909,18,11,1,FALSE,8423,11.90909091,10,0,FALSE,0,8423,158885521
9.334851138,0.225678507,0.107125436,0.007575758,20,12,2,FALSE,8422,8.5,10,0,FALSE,0,8422,37866652
0,0,0,0,0,1,1,FALSE,8421,11,0,0,FALSE,0,8421,0
6.287332166,0.324359908,0.159049971,0,18,10,1,FALSE,8420,11.7,9,0,FALSE,0,8420,55749331
7.408406305,0.48971169,0.134981798,0,17,11,1,FALSE,8419,9.636363636,10,0,FALSE,0,8419,81915612
0,0,0,0,0,2,2,FALSE,8417,6,0,0,FALSE,0,8417,0
6.765207239,0.861907769,0.147815132,0,18,11,1,FALSE,8418,9.090909091,10,0,FALSE,0,8418,167762461
7.904261529,0.631846429,0.126514032,0,19,11,1,FALSE,8416,8.454545455,10,0,FALSE,0,8416,110955735
0,0,0,0,0,1,1,FALSE,8415,11,0,0,FALSE,0,8415,0
0,0,0,0,0,4,4,FALSE,8414,10,0,0,FALSE,0,8414,0
6.694103911,2.478304929,0.149385192,0.007575758,16,12,3,FALSE,8411,8.666666667,9,0,FALSE,0,8411,437920134
0,0,0,0,0,1,1,FALSE,8410,11,0,0,FALSE,0,8410,0
0,0,0,0,0,1,1,FALSE,8409,11,0,0,FALSE,0,8409,0
6.127028605,0.386531631,0.16321125,0,17,11,1,FALSE,8408,10.81818182,10,0,FALSE,0,8408,64339729
0,0,0,0,0,1,1,FALSE,8426,9,0,0,FALSE,0,8426,0
0,0,0,0,0,4,4,FALSE,8425,11.5,0,0,FALSE,0,8425,0
0,0,0,0,0,1,1,FALSE,8407,14,0,0,FALSE,0,8407,0
0,0,0,0,0,1,1,FALSE,8406,14,0,0,FALSE,0,8406,0
0,0,0,0,0,1,1,FALSE,8405,11,0,0,FALSE,0,8405,0
6.898190309,0.73149379,0.144965557,0.006410256,16,13,3,FALSE,8397,9.461538462,10,0,FALSE,0,8397,123513966
0,0,0,0,0,1,1,FALSE,8394,11,0,0,FALSE,0,8394,0
7.266666667,0.58454146,0.137614679,0,17,12,2,FALSE,8396,10.25,10,0,FALSE,0,8396,96684951
6.237478109,1.239289644,0.160321204,0,17,11,1,FALSE,8395,14.18181818,10,0,FALSE,0,8395,201783086
7.034559253,0.493310299,0.142155317,0.007575758,18,12,2,FALSE,8390,7.666666667,10,0,FALSE,0,8390,90122595
1.523809524,1.193627107,0.65625,0,2,11,1,FALSE,8389,6.909090909,10,0,FALSE,0,8389,202834238
0,0,0,0,0,1,1,FALSE,8388,13,0,0,FALSE,0,8388,0
6.197898424,0.968742804,0.161345013,0,18,11,1,FALSE,8387,11.90909091,10,0,FALSE,0,8387,158737850
0,0,0,0,0,1,1,FALSE,8391,2,0,0,FALSE,0,8391,0
6.27834209,3.548154324,0.159277718,0,17,12,3,FALSE,8386,10,9,0,FALSE,0,8386,643035960
0,0,0,0,0,1,1,FALSE,8413,2,0,0,FALSE,0,8413,0
7.802685347,0.046121492,0.128161006,0,17,6,1,FALSE,8380,11.16666667,5,0,FALSE,0,8380,6743738
6.958201985,1.957524106,0.143715288,0,18,11,1,FALSE,8412,7.727272727,10,0,FALSE,0,8412,350521444
0,0,0,0,0,2,2,FALSE,8379,11,0,0,FALSE,0,8379,0
0,0,0,0,0,3,3,FALSE,8404,9.333333333,0,0,FALSE,0,8404,0
6.708464682,0.761598195,0.149065404,0,15,12,2,FALSE,8403,10.91666667,10,0,FALSE,0,8403,129955188
0,0,0,0,0,1,1,FALSE,8378,11,0,0,FALSE,0,8378,0
6.398015178,0.511885314,0.156298473,0,17,10,1,FALSE,8377,10.8,9,0,FALSE,0,8377,86345943
0,0,0,0,0,1,1,FALSE,8376,11,0,0,FALSE,0,8376,0
0,0,0,0,0,2,2,FALSE,8375,13,0,0,FALSE,0,8375,0
7.462113252,0.231857207,0.134010295,0,17,3,2,FALSE,8374,11.66666667,1,0,FALSE,0,8374,36398823
0,0,0,0,0,1,1,FALSE,8373,11,0,0,FALSE,0,8373,0
0,0,0,0,0,1,1,FALSE,8372,11,0,0,FALSE,0,8372,0
0,0,0,0,0,1,1,FALSE,8371,11,0,0,FALSE,0,8371,0
6.502276708,1.830631068,0.153792286,0.009090909,16,11,1,FALSE,8370,12.54545455,10,0,FALSE,0,8370,301116975
0,0,0,0,0,1,1,FALSE,8369,11,0,0,FALSE,0,8369,0
1,0.192327985,1,0,1,2,1,FALSE,8400,4.5,1,0,FALSE,0,8400,34339090
0,0,0,0,0,1,1,FALSE,8399,8,0,0,FALSE,0,8399,0
0,0,0,0,0,1,1,FALSE,8398,8,0,0,FALSE,0,8398,0
0,0,0,0.166666667,0,3,3,FALSE,8402,9.333333333,0,0,FALSE,0,8402,0
7.290251022,0.599271442,0.137169488,0.018181818,18,11,1,FALSE,8401,8.636363636,10,0,FALSE,0,8401,104547652
0,0,0,0,0,1,1,FALSE,8547,12,0,0,FALSE,0,8547,0
0,0,0,0,0,2,2,FALSE,8365,11.5,0,0,FALSE,0,8365,0
0,0,0,0,0,1,1,FALSE,8363,12,0,0,FALSE,0,8363,0
6.954699358,0.685609177,0.143787668,0,17,6,1,FALSE,8362,11.33333333,5,0,FALSE,0,8362,114687324
0,0,0,0,0,1,1,FALSE,8360,11,0,0,FALSE,0,8360,0
0,0,0,0,0,1,1,FALSE,8358,11,0,0,FALSE,0,8358,0
1,0.167488831,1,0,1,2,1,FALSE,8357,7,1,0,FALSE,0,8357,29780348
0,0,0,0,0,1,1,FALSE,8361,11,0,0,FALSE,0,8361,0
0,0,0,0,0,1,1,FALSE,8354,11,0,0,FALSE,0,8354,0
0,0,0,0,0,1,1,FALSE,8353,11,0,0,FALSE,0,8353,0
0,0,0,0,0,2,2,FALSE,8356,11,0,0,FALSE,0,8356,0
0,0,0,0,0,1,1,FALSE,8355,11,0,0,FALSE,0,8355,0
8.233625219,0.027492985,0.121453184,0,17,2,1,FALSE,8352,9.5,1,0,FALSE,0,8352,3264715
0,0,0,0,0,2,2,FALSE,8351,11.5,0,0,FALSE,0,8351,0
6.752597782,0.530931062,0.148091154,0.009090909,17,11,1,FALSE,8350,10.09090909,10,0,FALSE,0,8350,89435671
6.88441331,2.124980313,0.14525566,0,17,11,2,FALSE,8349,9.727272727,9,0,FALSE,0,8349,354738321
0,0,0,0,0,1,1,FALSE,8348,18,0,0,FALSE,0,8348,0
0,0,0,0,0,1,1,FALSE,8347,11,0,0,FALSE,0,8347,0
0,0,0,0,0,1,1,FALSE,8346,11,0,0,FALSE,0,8346,0
7.457326328,1.023551045,0.134096318,0,17,2,1,FALSE,8345,11,1,0,FALSE,0,8345,196858113
0,0,0,0,0,1,1,FALSE,8344,10,0,0,FALSE,0,8344,0
6.232807939,5.019920358,0.160441331,0,16,10,2,FALSE,8343,8.5,8,0,FALSE,0,8343,872439035
6.76579101,0.404755343,0.147802378,0,18,11,1,FALSE,8342,11.90909091,10,0,FALSE,0,8342,73793712
6.672504378,0.864090855,0.149868766,0,17,12,2,FALSE,8341,9.083333333,10,0,FALSE,0,8341,144954247
7.328896673,0.452295636,0.136446186,0,19,11,1,FALSE,8340,11,10,0,FALSE,0,8340,74933499
6.945008757,3.270098048,0.143988299,0,16,11,1,FALSE,8335,8.090909091,10,0,FALSE,0,8335,687570943
0,0,0,0,0,1,1,FALSE,8334,11,0,0,FALSE,0,8334,0
0,0,0,0,0,1,1,FALSE,8333,11,0,0,FALSE,0,8333,0
6.365090485,4.477086519,0.157106957,0,16,11,1,FALSE,8332,10.36363636,10,0,FALSE,0,8332,773396405
5.833975482,3.586889628,0.171409702,0,15,26,1,FALSE,8331,12.23076923,25,0,FALSE,0,8331,619353341
6.365557501,0.345877457,0.157095431,0.009090909,15,11,1,FALSE,8330,12.54545455,10,0,FALSE,0,8330,56316037
0,0,0,0,0,1,1,FALSE,8329,2,0,0,FALSE,0,8329,0
0,0,0,0,0,1,1,FALSE,8328,10,0,0,FALSE,0,8328,0
6.536952715,1.302805316,0.152976478,0,18,10,1,FALSE,8327,14.7,9,0,FALSE,0,8327,232330149
7.805954466,0.01606844,0.128107332,0,17,5,1,FALSE,8326,11.2,4,0,FALSE,0,8326,3123220
0,0,0,0,0,3,3,FALSE,8322,5.666666667,0,0,FALSE,0,8322,0
0,0,0,0,0,1,1,FALSE,8822,13,0,0,FALSE,0,8822,0
0,0,0,0,0,1,1,FALSE,8821,13,0,0,FALSE,0,8821,0
6.249270286,1.273512306,0.160018683,0.007575758,16,12,2,FALSE,8588,11.58333333,10,0,FALSE,0,8588,222418029
6.368126095,0.880189762,0.157032066,0.011111111,17,10,2,FALSE,8475,10.8,8,0,FALSE,0,8475,149653944
0,0,0,0,0,1,1,FALSE,8325,12,0,0,FALSE,0,8325,0
7.204319907,0.181013299,0.138805607,0,18,2,1,FALSE,8324,14,1,0,FALSE,0,8324,35580221
0,0,0,0,0,1,1,FALSE,8323,12,0,0,FALSE,0,8323,0
7.377349679,0.756808193,0.135550034,0,17,12,2,FALSE,8321,6.833333333,10,0,FALSE,0,8321,138843265
0,0,0,0,0,3,3,FALSE,8320,9.333333333,0,0,FALSE,0,8320,0
6.309048453,2.605557002,0.158502508,0,17,12,2,FALSE,8319,12.75,10,0,FALSE,0,8319,470286456
6.443432574,0.821032248,0.155196782,0,17,10,1,FALSE,8318,9.5,9,0,FALSE,0,8318,154820893
8.440980736,0.019607136,0.118469646,0,17,2,1,FALSE,8317,13.5,1,0,FALSE,0,8317,2947297
0,0,0,0,0,1,1,FALSE,8316,11,0,0,FALSE,0,8316,0
6.188324577,0.874323457,0.161594627,0,17,11,1,FALSE,8311,10,10,0,FALSE,0,8311,153234963
6.132049037,0.327761688,0.163077626,0,17,11,1,FALSE,8307,54.18181818,10,0,FALSE,0,8307,56413131
0,0,0,0,0,3,3,FALSE,8310,11.33333333,0,0,FALSE,0,8310,0
0,0,0,0,0,2,2,FALSE,8309,11,0,0,FALSE,0,8309,0
6.488966725,1.527640434,0.15410774,0,16,13,3,FALSE,8308,10.61538462,10,0,FALSE,0,8308,265247545
7.392060712,0.154437273,0.135280274,0,17,6,2,FALSE,8306,12.83333333,4,0,FALSE,0,8306,29495841
0,0,0,0,0,1,1,FALSE,8305,11,0,0,FALSE,0,8305,0
0,0,0,0,0,1,1,FALSE,8304,11,0,0,FALSE,0,8304,0
0,0,0,0,0,1,1,FALSE,8301,2,0,0,FALSE,0,8301,0
0,0,0,0,0,1,1,FALSE,8623,5,0,0,FALSE,0,8623,0
0,0,0,0,0,2,2,FALSE,8302,11,0,0,FALSE,0,8302,0
0,0,0,0,0,1,1,FALSE,8303,7,0,0,FALSE,0,8303,0
1,0.00287291,1,0,1,2,1,FALSE,8296,9,1,0,FALSE,0,8296,375748
0,0,0,0,0,1,1,FALSE,8295,13,0,0,FALSE,0,8295,0
0,0,0,0,0,1,1,FALSE,8294,11,0,0,FALSE,0,8294,0
0,0,0,0,0,2,2,FALSE,8292,11.5,0,0,FALSE,0,8292,0
6.526094571,1.974002008,0.153231,0,17,7,2,FALSE,8286,17.71428571,5,0,FALSE,0,8286,343974513
0,0,0,0,0,2,2,FALSE,8290,12,0,0,FALSE,0,8290,0
1,0.001112201,1,0,1,2,1,FALSE,8289,9.5,1,0,FALSE,0,8289,195320
6.388558085,0.558882878,0.156529844,0,17,11,1,FALSE,8288,11.36363636,10,0,FALSE,0,8288,94272923
0,0,0,0,0,1,1,FALSE,8287,13,0,0,FALSE,0,8287,0
6.13987157,9.349713574,0.162869856,0,15,12,2,FALSE,8285,15,10,0,FALSE,0,8285,1535219304
0,0,0,0,0,1,1,FALSE,8284,12,0,0,FALSE,0,8284,0
1,0,1,0.5,1,2,1,FALSE,8283,6,1,0,FALSE,0,8283,0
0,0,0,0.5,0,2,2,FALSE,8282,6,0,0,FALSE,0,8282,0
5.944775248,0.76996225,0.168214938,0.009090909,16,11,1,FALSE,8281,14.63636364,10,0,FALSE,0,8281,132823554
5.774197315,1.420976208,0.173184245,0.002380952,17,21,2,FALSE,8280,13.28571429,19,0,FALSE,0,8280,243920560
0,0,0,0,0,1,1,FALSE,8279,11,0,0,FALSE,0,8279,0
0,0,0,0,0,1,1,FALSE,8278,11,0,0,FALSE,0,8278,0
6.982486865,0.502008543,0.14321545,0,17,11,1,FALSE,8277,8.454545455,10,0,FALSE,0,8277,90084087
6.885113835,0.905655797,0.145240881,0,16,7,1,FALSE,8276,9.571428571,6,0,FALSE,0,8276,157988102
1,1.26E-04,1,0,1,2,1,FALSE,8275,11,1,0,FALSE,0,8275,9850
0,0,0,0,0,1,1,FALSE,8274,11,0,0,FALSE,0,8274,0
7.631523643,0.045488466,0.131035432,0,18,2,1,FALSE,8273,14,1,0,FALSE,0,8273,7752539
7.348161121,0.389215834,0.136088469,0,18,11,1,FALSE,8272,11.18181818,10,0,FALSE,0,8272,64790018
0,0,0,0,0,2,2,FALSE,8271,11,0,0,FALSE,0,8271,0
0,0,0,0,0,2,2,FALSE,8270,11,0,0,FALSE,0,8270,0
6.211675423,2.327758056,0.160987162,0,16,13,3,FALSE,8269,9.307692308,10,0,FALSE,0,8269,415666820
6.395446585,5.824487242,0.156361247,0,15,11,1,FALSE,8268,12.18181818,10,0,FALSE,0,8268,990620404
6.105429072,0.712140712,0.163788652,0.009090909,17,11,1,FALSE,8267,18.09090909,10,0,FALSE,0,8267,128148375
0,0,0,0,0,1,1,FALSE,8265,11,0,0,FALSE,0,8265,0
7.14290718,0.888282476,0.139999019,0,18,11,1,FALSE,8263,8.545454545,10,0,FALSE,0,8263,146768233
0,0,0,0,0,2,2,FALSE,8262,11,0,0,FALSE,0,8262,0
6.311850555,0.804455375,0.158432141,0,16,12,2,FALSE,8261,9.833333333,10,0,FALSE,0,8261,134088809
0,0,0,0,0,1,1,FALSE,8259,11,0,0,FALSE,0,8259,0
6.132165791,0.574281315,0.163074521,0.009090909,16,11,1,FALSE,8258,11.90909091,10,0,FALSE,0,8258,94760400
0,0,0,0,0,1,1,FALSE,8260,2,0,0,FALSE,0,8260,0
6.703210741,0.935910405,0.149182241,0,18,10,1,FALSE,8257,8.9,9,0,FALSE,0,8257,169845790
7.222183304,0.52172859,0.138462285,0.007575758,16,12,2,FALSE,8256,13.25,10,0,FALSE,0,8256,89680418
0,0,0,0,0,2,2,FALSE,8300,7,0,0,FALSE,0,8300,0
0,0,0,0,0,1,1,FALSE,8255,11,0,0,FALSE,0,8255,0
6.920957385,0.102524804,0.14448868,0,16,6,1,FALSE,8252,14.5,5,0,FALSE,0,8252,23412345
1,0.003952621,1,0,1,2,1,FALSE,8251,8,1,0,FALSE,0,8251,510231
6.604670169,2.669628561,0.151408015,0.018181818,18,11,1,FALSE,8250,8.727272727,10,0,FALSE,0,8250,452459136
0,0,0,0,0,1,1,FALSE,8245,11,0,0,FALSE,0,8245,0
0,0,0,0,0,1,1,FALSE,8244,11,0,0,FALSE,0,8244,0
0,0,0,0,0,3,3,FALSE,8243,10.66666667,0,0,FALSE,0,8243,0
6.181669586,0.720779657,0.161768594,0,17,11,1,FALSE,8248,9.727272727,10,0,FALSE,0,8248,126468586
0,0,0,0,0,1,1,FALSE,8247,11,0,0,FALSE,0,8247,0
7.292936369,0.051682851,0.137118981,0,18,2,1,FALSE,8246,16,1,0,FALSE,0,8246,9174716
0,0,0,0.083333333,0,4,4,FALSE,8242,14.5,0,0,FALSE,0,8242,0
6.429188558,0.962900924,0.155540624,0,17,11,1,FALSE,8241,10.63636364,10,0,FALSE,0,8241,155617552
0,0,0,0,0,1,1,FALSE,8239,12,0,0,FALSE,0,8239,0
1,0.002720573,1,0,1,2,1,FALSE,8238,2,1,0,FALSE,0,8238,347780
0,0,0,0,0,3,3,FALSE,8561,9.333333333,0,0,FALSE,0,8561,0
6.873671921,1.079327946,0.145482649,0.033333333,18,6,1,FALSE,8237,15.16666667,5,0,FALSE,0,8237,206993398
0,0,0,0,0,2,2,FALSE,8236,11,0,0,FALSE,0,8236,0
6.350029189,1.875039047,0.157479591,0,17,11,1,FALSE,8234,9.272727273,10,0,FALSE,0,8234,326470742
0,0,0,0,0,1,1,FALSE,8235,11,0,0,FALSE,0,8235,0
1,0.0058817,1,0,1,2,1,FALSE,8230,8,1,0,FALSE,0,8230,1181847
0,0,0,0,0,1,1,FALSE,8233,12,0,0,FALSE,0,8233,0
0,0,0,0,0,1,1,FALSE,8232,12,0,0,FALSE,0,8232,0
6.437594863,1.341169539,0.155337517,0.009090909,17,11,1,FALSE,8231,13.72727273,10,0,FALSE,0,8231,232087014
0,0,0,0,0,1,1,FALSE,8229,12,0,0,FALSE,0,8229,0
8.723525978,0.806073503,0.114632547,0,18,2,1,FALSE,8228,9,1,0,FALSE,0,8228,140484875
0,0,0,0,0,1,1,FALSE,8227,10,0,0,FALSE,0,8227,0
0,0,0,0,0,2,2,FALSE,8264,9,0,0,FALSE,0,8264,0
0,0,0,0,0,1,1,FALSE,8225,13,0,0,FALSE,0,8225,0
7.256392294,0.078564698,0.137809528,0,19,2,1,FALSE,8224,13.5,1,0,FALSE,0,8224,13023739
0,0,0,0,0,1,1,FALSE,8223,13,0,0,FALSE,0,8223,0
6.057209574,2.819147751,0.165092521,0,15,11,1,FALSE,8222,10.72727273,10,0,FALSE,0,8222,480008106
0,0,0,0,0,1,1,FALSE,8218,11,0,0,FALSE,0,8218,0
7.330647986,0.425162769,0.136413589,0,18,9,1,FALSE,8217,8.555555556,8,0,FALSE,0,8217,73999904
0,0,0,0,0,1,1,FALSE,8216,11,0,0,FALSE,0,8216,0
0,0,0,0,0,1,1,FALSE,8215,11,0,0,FALSE,0,8215,0
0,0,0,0,0,2,2,FALSE,8214,11,0,0,FALSE,0,8214,0
0,0,0,0,0,4,4,FALSE,8213,10.5,0,0,FALSE,0,8213,0
0,0,0,0,0,1,1,FALSE,8212,11,0,0,FALSE,0,8212,0
0,0,0,0,0,1,1,FALSE,8211,11,0,0,FALSE,0,8211,0
6.932165791,1.377111677,0.144255061,0.005494505,18,14,4,FALSE,8210,9.642857143,10,0,FALSE,0,8210,230182220
0,0,0,0,0,1,1,FALSE,8220,11,0,0,FALSE,0,8220,0
0,0,0,0,0,1,1,FALSE,8219,11,0,0,FALSE,0,8219,0
0,0,0,0,0,1,1,FALSE,8209,25,0,0,FALSE,0,8209,0
0,0,0,0,0,1,1,FALSE,8208,25,0,0,FALSE,0,8208,0
0,0,0,0,0,1,1,FALSE,8207,25,0,0,FALSE,0,8207,0
0,0,0,0,0,1,1,FALSE,8206,25,0,0,FALSE,0,8206,0
0,0,0,0,0,1,1,FALSE,8205,25,0,0,FALSE,0,8205,0
0,0,0,0,0,1,1,FALSE,8204,25,0,0,FALSE,0,8204,0
0,0,0,0,0,1,1,FALSE,8203,25,0,0,FALSE,0,8203,0
0,0,0,0,0,1,1,FALSE,8202,25,0,0,FALSE,0,8202,0
0,0,0,0,0,1,1,FALSE,8201,25,0,0,FALSE,0,8201,0
0,0,0,0,0,1,1,FALSE,8200,25,0,0,FALSE,0,8200,0
0,0,0,0,0,1,1,FALSE,8199,25,0,0,FALSE,0,8199,0
0,0,0,0,0,1,1,FALSE,8198,25,0,0,FALSE,0,8198,0
